p1	p2	frame	particle	y	x	magnetization	distance	d_err
1	52	4543.0006715916725	26.5	241.79051366987176	364.40566988495357	0.0	37.08184484265939	0.0339798854405477
2	54	6631.495983935743	28.0	242.88847883780792	373.7159583617552	0.0	84.03905150779342	0.21271097592933
4	11	8029.5	7.5	240.07632786343046	351.98512726720486	1.0	76.21101533765214	0.3426180421062024
6	47	5331.983268983269	26.5	242.25883865708238	372.1485704330455	0.0	142.7162201067568	0.21885860197622165
11	59	8219.501700680272	35.0	241.743344736817	361.48206561560744	0.0	74.56991392902401	0.04698029056345415
12	14	7223.0	13.0	240.14916255207598	386.21813547620644	1.0	59.261240438911535	0.26439859386839587
13	45	3392.5563524590166	29.0	242.42261195899863	370.89092332567543	0.0	101.79069060478126	0.28172442793456864
17	10	8989.5	13.5	240.5254841109798	353.8940514134207	1.0	20.454782231483	0.21809648071555826
29	1	4125.025615763547	15.0	240.66501497487758	368.24160022950434	1.0	91.90513815308229	0.24817021834845668
30	13	3082.0018501387603	21.5	240.4795106591494	353.64423238362355	0.0	64.72355158030402	0.1896378291109362
34	57	990.216049382716	45.5	241.651628591634	370.12973546228125	0.0	20.362974691048645	0.1593751740509596
37	35	273.5	36.0	243.2138930525396	370.90674432340205	1.0	156.69006835861356	0.32409717071290656
38	37	100.5	37.5	240.72776066045395	290.9575638740689	0.0	87.42978179180022	0.11765932945386956
41	49	1545.9990680335509	45.0	241.6231433993659	364.37036934594755	0.0	77.97965373591975	0.04549569220552449
43	2	6310.5	22.5	240.76350496232584	355.59702696328577	1.0	83.28937706509821	0.28461530234142085
44	17	8781.001314060446	30.5	241.74098759987695	371.3267861494071	0.0	57.287734231458245	0.218819756475901
45	29	3926.516826923077	37.0	242.60749942293725	347.71836909662306	0.0	33.13635968079467	0.3058399042448892
47	43	5801.501940491591	45.0	241.5965182956266	377.0236809636113	0.0	27.09834816445436	0.20183944726612882
48	4	7774.190635451505	26.0	241.75167611911667	373.76212503864406	0.0	20.40502281980243	0.1752543639529973
49	55	1965.0	52.0	239.80514378858203	360.17352321396044	1.0	63.80379843993572	0.05623035357574201
50	30	2702.5	40.0	240.2315172040142	363.82871839428975	0.0	55.76082786718227	0.032451937859245605
52	6	4913.001690617075	29.0	242.1932209771808	352.44825347232023	0.0	60.37177520475587	0.23730253748405009
54	12	7020.500998003992	33.0	242.05403308265923	372.34150445613636	0.0	61.2083162850493	0.05500039319768189
57	41	1234.5	49.0	241.7365328077536	360.0683094117765	0.0	49.36790134328791	0.07581065453843207
59	44	8471.997955010225	51.5	243.61357519783138	372.5371500451133	1.0	123.70168472179247	0.3272593426307197
644	50	2694.003842459174	347.0	241.4159245003325	331.547503238809	1.0	13.05237782923291	0.018060627998508
