p1	p2	frame	particle	y	x	magnetization	distance	d_err
11	151	639.1046025104603	81.0	215.61837177221773	362.35836970929245	0.0	208.81950042776901	0.12745897293644606
151	291	1163.005115089514	221.0	215.79839492557514	368.48276049452494	1.0	134.3438959776649	0.06334676465038827
291	345	1497.5030395136778	318.0	215.68038351109598	356.50819211149616	1.0	67.1790478656149	0.054795619658284646
345	519	1957.0313725490196	432.0	215.91064840693588	364.4505460630383	1.0	208.0466387246632	0.0680608188390202
519	598	2491.453020134228	558.5	215.9662184466764	363.7700762604958	1.0	103.87760542900237	0.1560298777106479
598	636	2740.9752720079127	617.0	215.66776972753587	359.49960196794586	0.0	12.801717817558538	0.024729078097657408
636	655	2828.0	645.5	215.4242488872342	358.5824255431761	0.0	29.01011028678099	0.07684760030734664
655	689	2945.5172413793102	672.0	215.7563649651337	361.0939248344343	1.0	35.62863609235921	0.04044000422658232
689	703	3050.5	696.0	215.67292089245763	364.99505262089014	1.0	26.096460245956667	0.0782514482031653
703	725	3120.5197916666666	714.0	215.79311926453337	370.52646289444	1.0	22.289322291310892	0.09899111468069419
725	784	3280.0670520231215	754.5	215.86270842398534	360.5485375792787	0.0	39.94112947080947	0.10744854043010459
784	939	3668.03738317757	861.5	215.63128757350358	362.8841240145623	0.0	184.5079807890844	0.14963167626547763
939	1017	4106.0220183486235	978.0	215.88464706498397	364.7652454589429	1.0	101.1871857340968	0.07906920830323354
1017	1052	4371.501344086021	1034.5	215.881697625881	361.028111090857	1.0	52.262414444945875	0.03849871976222057
1052	1169	4765.502994011976	1110.5	216.0260352995147	364.511422762334	1.0	184.37419887949804	0.05333272548796943
1169	1240	5250.0	1204.5	215.9072932484229	364.5676501901247	1.0	89.09222086357144	0.0391724592912915
1240	1264	5465.506157635468	1252.0	215.8524500532968	365.95660742654053	1.0	41.74816851030829	0.0725541144325066
1264	1397	5838.5	1330.5	216.1112305806809	369.27767574286577	1.0	181.2069856219733	0.14357977443708564
1397	1422	6205.004801920768	1409.5	216.13816059153564	368.8898168140132	1.0	29.316772395156793	0.032402487401721816
1422	1499	6474.991683991684	1460.5	215.7896826210315	366.3641869946613	1.0	126.61417572075221	0.06409196208157211
1499	1659	7046.015037593985	1579.0	215.66461046412115	364.769745704623	1.0	233.1360367576676	0.09070780795439522
