p1	p2	frame	particle	y	x	magnetization	distance	d_err
1	2	3162.0023894862607	1.5	216.16126115619005	341.8639552100124	1.0	84.15801091037041	0.07413609619436048
2	60	3581.5015290519877	31.0	216.5027752898108	338.5963559315027	1.0	139.9289006070507	0.12140540746979082
5	7	2389.0	6.0	216.1277072636395	342.5466154097485	1.0	195.81613854756625	0.09542274076576981
7	1	2901.5035799522675	4.0	216.008596587519	336.7674445800451	1.0	81.05953957681905	0.13682299228548941
18	29	1085.004158004158	23.5	216.33522437689268	341.14991485631157	1.0	187.51320014774683	0.0961054180136284
19	20	159.5	19.5	220.03474760713766	266.0967374532025	1.0	73.69712453594174	0.13322687011477571
20	27	336.5	23.5	217.97457189168873	293.8653286454392	0.0	66.5101074903075	0.14722578009063322
22	19	125.60714285714286	20.5	218.58306859827096	228.9104629157259	0.0	18.466035703671235	0.138732728507213
27	18	559.0	22.5	215.51986164855305	334.76480378130424	1.0	129.84704497439134	0.2832686111938273
29	5	1717.509328358209	17.0	216.39951719175116	341.6175110402236	1.0	172.89163144874215	0.0958727827077571
55	61	7010.000955109837	58.0	215.88349748787604	357.72637813221047	0.0	99.04766763084665	0.2543984937850812
56	59	5195.502544529262	57.5	216.13217903786892	350.73550291087054	0.0	104.55851326159603	0.15742798426240653
57	6214	6551.502835538752	3135.5	215.72707846709278	334.31147141169964	1.0	71.69920644465074	0.2415051976535669
59	2311	5541.002870813397	1185.0	214.4394776078289	352.10990908275807	1.0	77.41949027818917	0.2778443757557617
60	150	4112.5048231511255	105.0	216.58566716201082	343.7216989893401	1.0	162.2155087357697	0.09011586622594905
61	3813	7487.500869565218	1937.0	214.87509331661747	336.9351576709891	0.0	63.26972314885005	0.20339933214849887
150	56	4745.5016025641025	103.0	216.69520013947368	343.522703300706	0.0	163.1273653835988	0.09511243432098301
2311	4329	5983.501041666666	3320.0	214.65355932260073	343.41621613923434	1.0	103.4551634771443	0.052031449485754236
3813	6015	7672.756476683938	4914.0	216.98766237459222	331.9147267901682	0.0	13.262060709665688	0.01823560765393612
4329	57	6310.5015576323985	2193.0	214.78395746656466	338.30666091123635	1.0	31.115511149798653	0.07404732030181083
6214	55	6704.0	3134.5	217.15108904449036	354.5084391960977	0.0	46.2449076140363	0.24585390682295444
