p1	p2	frame	particle	y	x	magnetization	distance	d_err
13	1881	2821.61094224924	947.0	214.07765111394792	344.89095511500733	1.0	125.60455148831828	0.25951742817198836
21	13	2586.2534332084892	17.0	214.34978894019372	337.0549774296086	1.0	48.901334019136456	0.2516399646110791
23	31	1685.0471337579618	27.0	212.92803912532443	354.20141855253064	1.0	56.939419058450305	0.1557467093864495
24	37	1030.0077519379845	30.5	214.273992595134	355.0694149250077	0.0	13.211068076171188	0.02970855096608997
29	24	750.0	26.5	213.05650316837736	351.23362219732024	0.0	166.38221110371336	0.06808960822159393
31	2474	2103.5	1252.5	214.14387977452677	348.2456112624	0.0	194.2288323519982	0.11445194113982443
34	29	476.5020964360587	31.5	213.49047817620445	337.0585908555248	0.0	12.77602826188703	0.012153395506902746
37	23	1364.0	30.0	214.92890192286572	345.0582088984423	0.0	177.7432272602551	0.2063415283958732
44	2084	3554.039800995025	1064.0	214.3072901254718	341.34066906517546	0.0	135.23550398596726	0.20244488753539924
77	3719	5696.666666666667	1898.0	213.43642180522798	356.6777195570016	1.0	59.03283869107605	0.23968344033700276
517	44	3287.5543981481483	280.5	214.39536567072065	327.53290967803764	0.0	62.491506620060505	0.4152424956378505
681	77	5361.019271948609	379.0	213.82428186760558	346.34920294978514	1.0	170.26559676177658	0.18835152073434197
1881	517	3091.5	1199.0	213.55871072075075	342.33523382834056	1.0	17.916331027413722	0.12384474294987186
2084	1740	3827.0199296600235	1912.0	213.5001380737268	349.4290334734321	1.0	47.744841691232764	0.042884767550943725
3719	5581	5903.5	4650.0	213.0382404048546	350.16645786679646	1.0	41.192485072027715	0.08739992320227355
