flow	v_e	v_c	v_b
0.5	0.7800523374129101	0.7214731104386637	0.4160484923247527
1.0	2.058204031379156	1.7759407510510827	0.41449050525751097
1.5	0.33703194330754094	1.332317238521609	0.4891109495667854
2.0	1.73819015239313	1.0520547166863279	0.23791950948647547
2.5	1.775097928556745	0.6533432863791093	0.8909800733601194
3.0	2.239879303656581	0.9733247090302055	1.0184529970560456
