	v_e	v_c	v_b
0	16.55281557107464	36.10470859917504	21.81349601334066
1	25.250505834932504	30.94810301655736	21.516182653194615
2	21.15995462903062	32.60805536406777	18.604285282651066
3	30.428486138882867	32.58195115197197	17.115181869938304
4	18.758319674337912	33.60146185894924	21.27946134607728
5	18.835585879783277	34.25270234162129	21.92545135907066
6	21.736406884326023	31.62400183347722	16.48331100779184
