flow	v_e	v_c	v_b	v_c(m/s)	Force(N)
0.5	0.7800523374129101	0.7214731104386637	0.4160484923247527	7.214731104386637e-07	1.2797080324375196e-13
1.0	2.058204031379156	1.7759407510510827	0.41449050525751097	1.775940751051082e-06	3.150062852476058e-13
1.5	0.33703194330754094	1.332317238521609	0.4891109495667854	1.3323172385216092e-06	2.363188658347132e-13
2.0	1.73819015239313	1.0520547166863279	0.23791950948647547	1.052054716686328e-06	1.8660749126030403e-13
2.5	1.775097928556745	0.6533432863791093	0.8909800733601194	6.533432863791099e-07	1.158863219462362e-13
3.0	2.239879303656581	0.9733247090302055	1.0184529970560456	9.73324709030206e-07	1.7264280959252173e-13
