	d_Ninter(um)	t_Ninter(s)
186	113.17810909028893	6.2
187	113.48929414084982	6.233333333333333
188	113.87720008617546	6.266666666666667
189	113.42710348788445	6.3
190	113.49481782933486	6.333333333333333
191	113.41629955843948	6.366666666666666
192	113.20759997417133	6.4
193	113.36409724676007	6.433333333333334
194	113.28721192587554	6.466666666666667
195	113.1409691382144	6.5
196	113.28362239673609	6.533333333333333
197	113.24117510504514	6.566666666666666
198	113.19807338035295	6.6
199	113.38710189373484	6.633333333333333
200	113.4925273548826	6.666666666666667
201	112.99450859622196	6.7
202	112.99474829160826	6.733333333333333
203	112.89191523393666	6.766666666666667
204	112.25390756319604	6.8
205	112.27755514713097	6.833333333333333
206	111.80025637575302	6.866666666666666
207	111.30458318394652	6.8999999999999995
208	110.90662388461274	6.933333333333334
209	111.04203348875699	6.966666666666667
210	111.86083485668973	7.0
