	d_Ninter(um)	t_Ninter(s)
0	157.49716559895012	0.0
1	158.488685811695	0.03333333333333333
2	158.78599107628105	0.06666666666666667
3	158.60483566585313	0.1
4	158.50607201510985	0.13333333333333333
5	158.53247700633082	0.16666666666666666
6	158.62020664323032	0.2
7	158.19388894966053	0.23333333333333334
8	158.45007911086253	0.26666666666666666
9	158.17627863914976	0.3
10	158.42240784877285	0.3333333333333333
11	158.53387613203267	0.36666666666666664
12	158.4827674799753	0.4
13	158.7040458124776	0.43333333333333335
14	159.19821250099866	0.4666666666666667
15	158.62165478484278	0.5
16	158.64482299431276	0.5333333333333333
17	158.02460112992546	0.5666666666666667
18	158.6264259843888	0.6
19	158.66205882823277	0.6333333333333333
20	158.77480951709413	0.6666666666666666
21	158.33528797678966	0.7
22	158.01697252287988	0.7333333333333333
23	157.5804421654579	0.7666666666666666
24	158.65051510426213	0.8
25	158.31423165313265	0.8333333333333334
26	158.1203586530199	0.8666666666666667
27	158.11920004190517	0.9
28	158.84577398846366	0.9333333333333333
29	158.34149475344861	0.9666666666666667
30	158.27240916047722	1.0
31	157.96680683457305	1.0333333333333332
32	158.8343712627439	1.0666666666666667
33	158.8299578822333	1.1
34	158.52916595523902	1.1333333333333333
35	158.79461969675958	1.1666666666666667
36	158.73536625174654	1.2
37	158.55291639220488	1.2333333333333334
38	158.368265730453	1.2666666666666666
39	158.1741900430706	1.3
40	158.37559446843966	1.3333333333333333
41	157.97702707138686	1.3666666666666667
42	158.2511665229254	1.4
43	157.84715096470111	1.4333333333333333
44	158.04425208387943	1.4666666666666666
45	158.18427919909084	1.5
46	158.0518269352961	1.5333333333333332
47	157.685988616597	1.5666666666666667
48	158.2804732753064	1.6
49	157.2630454310931	1.6333333333333333
50	157.32184177467207	1.6666666666666667
51	157.53343631635104	1.7
52	157.57291211615475	1.7333333333333334
53	157.1750152030926	1.7666666666666666
54	158.25353107300376	1.8
55	157.7948917335966	1.8333333333333333
56	157.51067689611034	1.8666666666666667
57	157.48985271367118	1.9
58	157.59549406662404	1.9333333333333333
59	157.98694402345788	1.9666666666666666
60	157.26212070041493	2.0
61	157.76092657562813	2.033333333333333
62	157.78189118421614	2.0666666666666664
63	157.43578766978732	2.1
64	157.3358872165404	2.1333333333333333
65	157.03470968998718	2.1666666666666665
66	157.44282784830952	2.2
67	157.63564083276214	2.2333333333333334
68	157.38307380276137	2.2666666666666666
69	157.4301943986006	2.3
70	157.9208636047884	2.3333333333333335
71	157.40743699465696	2.3666666666666667
72	157.47911886077304	2.4
73	157.11337595112963	2.433333333333333
74	157.43516441213959	2.466666666666667
75	157.36746525218942	2.5
76	157.5220475746127	2.533333333333333
77	157.28236810214258	2.5666666666666664
78	156.7976890882439	2.6
79	157.7008922829309	2.6333333333333333
80	157.57393117382816	2.6666666666666665
81	157.51974383058408	2.7
82	157.61541178955665	2.7333333333333334
83	158.0563966992444	2.7666666666666666
84	157.01732073082195	2.8
85	157.37438613758653	2.8333333333333335
86	157.22872371886618	2.8666666666666667
87	157.24017088303046	2.9
88	157.0640795614207	2.933333333333333
89	156.6107692100463	2.966666666666667
90	157.03153977425092	3.0
91	156.8613174047906	3.033333333333333
92	157.06647319002138	3.0666666666666664
93	157.51789002475405	3.1
94	157.09137536557475	3.1333333333333333
95	156.40773746675455	3.1666666666666665
96	156.7117312604034	3.2
97	156.87882317126747	3.2333333333333334
98	155.82816329564005	3.2666666666666666
99	155.99243077258882	3.3
100	156.38842935871156	3.3333333333333335
101	156.26794293347342	3.3666666666666667
102	155.8621851455384	3.4
103	155.67342384799622	3.433333333333333
104	155.69402959077678	3.466666666666667
105	155.51101341003803	3.5
106	156.10518209746726	3.533333333333333
107	156.08693292706766	3.5666666666666664
108	156.69491619356972	3.6
109	155.88689003324868	3.6333333333333333
110	156.123071834225	3.6666666666666665
111	156.26501317586496	3.6999999999999997
112	156.60192952876267	3.7333333333333334
113	156.47082675796523	3.7666666666666666
114	156.13076691697617	3.8
115	156.44245263451123	3.8333333333333335
116	156.7884674131614	3.8666666666666667
117	156.51710015496855	3.9
118	156.7024068539968	3.933333333333333
119	156.6479227249373	3.966666666666667
120	156.53764472952116	4.0
121	156.309098870433	4.033333333333333
122	156.89507371091176	4.066666666666666
123	156.52132444083813	4.1
124	156.2517472248641	4.133333333333333
125	156.02130382997018	4.166666666666667
126	156.31294037269964	4.2
127	156.3121889854863	4.233333333333333
128	156.2711675698481	4.266666666666667
129	156.2714059540174	4.3
130	156.27636404681778	4.333333333333333
131	156.61010024128814	4.366666666666666
132	156.21712148223006	4.4
133	155.78474163536066	4.433333333333334
134	155.74005029308933	4.466666666666667
135	156.14602286187613	4.5
136	155.69880404370016	4.533333333333333
137	155.77967904061833	4.566666666666666
138	155.67270182338376	4.6
139	156.07450576250054	4.633333333333333
140	155.304623494084	4.666666666666667
141	155.60698002705706	4.7
142	155.62576003456357	4.733333333333333
143	155.93058711001012	4.766666666666667
144	155.23212376742805	4.8
145	155.23804193096947	4.833333333333333
146	155.0146639916625	4.866666666666666
147	154.32432335831504	4.9
148	154.0380671578087	4.933333333333334
149	154.3935148924754	4.966666666666667
150	154.20970150244727	5.0
151	153.60901391224863	5.033333333333333
152	153.949263156835	5.066666666666666
153	153.18403143111487	5.1
154	153.7969083560735	5.133333333333333
155	153.2684181607479	5.166666666666667
156	153.33880069612536	5.2
157	153.56472153685917	5.233333333333333
158	153.16487999872643	5.266666666666667
159	153.13853264821262	5.3
160	153.53712168528477	5.333333333333333
161	152.7895732586972	5.366666666666666
162	153.02633284154174	5.4
163	153.2933870499248	5.433333333333334
164	152.56361331442582	5.466666666666667
165	153.04467127905295	5.5
166	152.73295754335587	5.533333333333333
167	153.02749489622502	5.566666666666666
168	153.51479248903226	5.6
169	152.84936825390457	5.633333333333333
170	153.36608662468302	5.666666666666667
171	152.73448754193615	5.7
172	153.22362154570783	5.733333333333333
173	152.58977509744	5.766666666666667
174	152.58580485590215	5.8
175	152.14603543947555	5.833333333333333
176	152.00261145748854	5.866666666666666
177	151.96920654162574	5.9
178	151.85622950989185	5.933333333333334
179	151.79494163662034	5.966666666666667
180	151.53305954756448	6.0
181	151.6621598675125	6.033333333333333
182	151.49002560421877	6.066666666666666
183	151.58954857261708	6.1
184	151.93530078154015	6.133333333333333
185	151.83438362535335	6.166666666666667
186	151.85115527761837	6.2
187	151.6986350069448	6.233333333333333
188	151.48286623354633	6.266666666666667
