	v(um/s)	t(s)
0	0.0	0.0
1	32.40733426284273	0.03333333333333333
2	39.82713084735685	0.06666666666666667
3	34.59520745374619	0.1
4	38.36104816175965	0.13333333333333333
5	40.41758226924685	0.16666666666666666
6	35.31278901353638	0.2
7	37.60858937132677	0.23333333333333334
8	46.74657231076714	0.26666666666666666
9	34.601033830537325	0.3
10	30.56941197817728	0.3333333333333333
11	39.11951144217653	0.36666666666666664
12	31.030991738909805	0.4
13	39.356920763924506	0.43333333333333335
14	27.774690392987566	0.4666666666666667
15	32.6037149300441	0.5
16	38.46402770184942	0.5333333333333333
17	33.462347982460265	0.5666666666666667
18	43.8026625279753	0.6
19	42.17291637946075	0.6333333333333333
20	37.30939175379447	0.6666666666666666
21	54.299341323168065	0.7
22	42.47666694526759	0.7333333333333333
23	46.00530799141136	0.7666666666666666
24	39.134547748877736	0.8
25	42.302234985700096	0.8333333333333334
26	41.88734284116531	0.8666666666666667
27	39.01072596574471	0.9
28	44.186618185625335	0.9333333333333333
29	44.55333123312762	0.9666666666666667
30	47.05590130191198	1.0
31	39.58673676735567	1.0333333333333332
32	45.195125560644875	1.0666666666666667
33	51.12315249641287	1.1
34	33.275947168658575	1.1333333333333333
35	41.346128550235505	1.1666666666666667
36	42.97614400823822	1.2
37	39.479460868400814	1.2333333333333334
38	43.52353984849953	1.2666666666666666
39	46.057509987126444	1.3
40	47.549355967900055	1.3333333333333333
41	42.61299227373219	1.3666666666666667
42	47.653032773860204	1.4
43	49.63226330394292	1.4333333333333333
44	37.128729936173315	1.4666666666666666
45	34.122344368970204	1.5
46	51.9891733225568	1.5333333333333332
47	34.15904328706383	1.5666666666666667
48	51.681020343375124	1.6
49	40.76292511931301	1.6333333333333333
50	44.75456113834882	1.6666666666666667
51	55.65665825514293	1.7
52	31.62915207303121	1.7333333333333334
53	49.27919228097596	1.7666666666666666
54	50.185383271698555	1.8
55	35.85554441795933	1.8333333333333333
56	47.67394365742883	1.8666666666666667
57	44.12189395704827	1.9
58	34.640183327038756	1.9333333333333333
59	46.56092331907227	1.9666666666666666
60	50.665870493922974	2.0
61	39.8521250664563	2.033333333333333
62	62.29776973450963	2.0666666666666664
63	36.68737850930078	2.1
64	46.078014101298855	2.1333333333333333
65	32.43281725709496	2.1666666666666665
66	56.43009106345	2.2
67	32.67997348044283	2.2333333333333334
68	53.72011987658487	2.2666666666666666
69	34.26309224405644	2.3
70	44.01101128394036	2.3333333333333335
71	41.22845971799131	2.3666666666666667
72	51.744087653160086	2.4
73	41.75273679270215	2.433333333333333
74	42.21968080985329	2.466666666666667
75	47.34179516662024	2.5
76	48.29790131687257	2.533333333333333
77	54.7677963990164	2.5666666666666664
78	41.12171711547979	2.6
79	59.47872540891332	2.6333333333333333
80	45.109330421107956	2.6666666666666665
81	41.07954627807382	2.7
82	43.429061135484	2.7333333333333334
83	38.04229474069248	2.7666666666666666
84	37.83955116198665	2.8
85	54.78045611589512	2.8333333333333335
86	46.17198109432937	2.8666666666666667
87	57.03698547351283	2.9
88	49.72324623412146	2.933333333333333
89	54.300782255909574	2.966666666666667
90	44.86963305956526	3.0
91	48.09632073458776	3.033333333333333
92	45.794388271778416	3.0666666666666664
93	50.236813090329974	3.1
94	39.4131686346954	3.1333333333333333
95	44.2876529756376	3.1666666666666665
96	58.88075217180838	3.2
97	29.647300160210925	3.2333333333333334
98	56.49198313704352	3.2666666666666666
99	43.36348117167215	3.3
100	42.541872235384076	3.3333333333333335
101	55.86798611522289	3.3666666666666667
102	43.7139356641368	3.4
103	46.869689227831046	3.433333333333333
104	42.60432336061374	3.466666666666667
105	43.88926358782636	3.5
106	56.59541950356869	3.533333333333333
107	33.52397409203477	3.5666666666666664
108	50.49233540644767	3.6
109	39.11962561569328	3.6333333333333333
110	52.96481455905629	3.6666666666666665
111	48.00534544908194	3.6999999999999997
112	59.554582481675716	3.7333333333333334
113	34.53185650304361	3.7666666666666666
114	60.889372446313175	3.8
115	56.610277927702526	3.8333333333333335
116	47.717543828226006	3.8666666666666667
117	47.86103725784949	3.9
118	40.994054157329586	3.933333333333333
119	43.643254631307364	3.966666666666667
120	55.117397538919676	4.0
121	35.08848198515204	4.033333333333333
122	47.22467183880437	4.066666666666666
123	54.10099595764042	4.1
124	42.99941220132331	4.133333333333333
125	46.832349079508916	4.166666666666667
126	40.42676595649587	4.2
127	33.149542725742776	4.233333333333333
128	48.46580015911095	4.266666666666667
129	33.616167289627995	4.3
