	d_Ninter(um)	t_Ninter(s)
0	114.60245636420834	0.0
1	114.66819757654936	0.03333333333333333
2	115.06689102842009	0.06666666666666667
3	115.53148195022509	0.1
4	115.48404316229502	0.13333333333333333
5	115.17231398266492	0.16666666666666666
6	114.94842292387484	0.2
7	114.90493264913786	0.23333333333333334
8	115.0554412247138	0.26666666666666666
9	115.82585837441187	0.3
10	116.39696448857975	0.3333333333333333
11	116.75271963335585	0.36666666666666664
12	116.69201290154932	0.4
13	117.17254046549932	0.43333333333333335
14	116.63419050658543	0.4666666666666667
15	116.70491645499504	0.5
16	117.32329841677068	0.5333333333333333
17	117.1230990416899	0.5666666666666667
18	117.52323875892594	0.6
19	117.93302903906695	0.6333333333333333
20	118.20295346125971	0.6666666666666666
21	118.23414143193878	0.7
22	118.28743646063671	0.7333333333333333
23	118.46747105243122	0.7666666666666666
24	118.42429979586205	0.8
25	118.53028781579235	0.8333333333333334
26	119.06128486310641	0.8666666666666667
27	119.42801762591638	0.9
28	119.97800814547769	0.9333333333333333
29	119.76205126817699	0.9666666666666667
30	119.60278703468695	1.0
31	119.59803722621128	1.0333333333333332
32	119.8701083712626	1.0666666666666667
33	119.47654841333502	1.1
34	119.66506171906231	1.1333333333333333
35	119.7083166209814	1.1666666666666667
36	120.04419633856659	1.2
37	119.7061898373676	1.2333333333333334
38	120.09325472066693	1.2666666666666666
39	120.09982469545173	1.3
40	120.00990623650515	1.3333333333333333
41	120.075166084509	1.3666666666666667
42	120.47026006018537	1.4
43	120.35558908902962	1.4333333333333333
44	120.41285217987958	1.4666666666666666
45	120.38036401913001	1.5
46	120.50466955743394	1.5333333333333332
47	121.62075289230656	1.5666666666666667
48	121.47801322486015	1.6
49	121.24658486235747	1.6333333333333333
50	121.02120227289743	1.6666666666666667
51	121.62243391653082	1.7
52	121.78300208252945	1.7333333333333334
53	121.79769962738882	1.7666666666666666
54	121.75707162011659	1.8
55	122.03149542587124	1.8333333333333333
56	122.30450812960507	1.8666666666666667
57	122.37486910615212	1.9
58	122.3674825234062	1.9333333333333333
59	122.47322319916083	1.9666666666666666
60	122.73228393664762	2.0
61	122.92261168298364	2.033333333333333
62	123.26312970038357	2.0666666666666664
63	123.55530434691144	2.1
64	124.2992898353725	2.1333333333333333
65	124.51276177089925	2.1666666666666665
66	124.99093188207205	2.2
67	124.71450480673188	2.2333333333333334
68	124.82883701049217	2.2666666666666666
69	124.45108290542754	2.3
70	124.31917565463851	2.3333333333333335
71	124.47483199583722	2.3666666666666667
72	124.51853441215043	2.4
73	124.5240118177258	2.433333333333333
74	124.3910529733637	2.466666666666667
75	124.48249497589535	2.5
76	124.45083883910436	2.533333333333333
77	124.60693846745843	2.5666666666666664
78	124.83936162588869	2.6
79	124.61767040188545	2.6333333333333333
80	124.62432340759156	2.6666666666666665
81	125.39001777551395	2.7
82	124.98844427203146	2.7333333333333334
83	125.5676224803423	2.7666666666666666
84	125.39008300479819	2.8
85	125.49662599355803	2.8333333333333335
86	125.21696606243583	2.8666666666666667
87	125.49939810909135	2.9
88	125.83477059767264	2.933333333333333
89	126.29324840236997	2.966666666666667
90	125.85131842326864	3.0
91	126.05758843431889	3.033333333333333
92	126.01921692560065	3.0666666666666664
93	125.58593003168278	3.1
94	125.18400590244283	3.1333333333333333
95	125.48397132473983	3.1666666666666665
96	124.97946266700035	3.2
97	124.80392999182988	3.2333333333333334
98	125.06087686513722	3.2666666666666666
99	125.30584175808137	3.3
100	125.2190512792879	3.3333333333333335
101	125.17003606960498	3.3666666666666667
102	125.28688323959419	3.4
103	125.44399132482924	3.433333333333333
104	125.0105072067701	3.466666666666667
105	124.77509368900627	3.5
106	124.85933292497482	3.533333333333333
107	125.2017656864737	3.5666666666666664
108	125.64506610854001	3.6
109	125.39988894406203	3.6333333333333333
110	124.51936351170899	3.6666666666666665
111	124.7468199604919	3.6999999999999997
112	124.16512928918374	3.7333333333333334
113	123.87807819610818	3.7666666666666666
114	124.41844962816617	3.8
115	124.77261611017938	3.8333333333333335
116	124.65363620233818	3.8666666666666667
117	124.89411776312862	3.9
118	124.98131997664298	3.933333333333333
119	124.53516226058947	3.966666666666667
120	125.30428563824952	4.0
121	125.474284562448	4.033333333333333
122	125.36044367932887	4.066666666666666
123	125.39898840486575	4.1
124	124.79588188452735	4.133333333333333
125	125.38755114220479	4.166666666666667
126	124.84307985293873	4.2
127	124.34139818461396	4.233333333333333
128	123.46278211948561	4.266666666666667
129	123.18607074830926	4.3
