p1	p2	frame	particle	y	x	magnetization	distance	dx	dy	dx_err	dy_err
1	2	3251.0030349013655	1.5	216.5913620802328	316.61783054714266	1.0		85.28789058683829	1.6814969753976672	0.05553166588788709	0.015524859884012964
2	60	3676.004301075269	31.0	216.93762561914548	311.8397755308312	1.0		138.8101735488205	1.1897790923959757	0.1554101754307085	0.016872662581515537
5	7	2495.5	6.0	216.58511550049116	315.7804231456901	1.0		196.62944812261472	4.069336152056572	0.13620499534711725	0.022187200907186178
7	1	2998.504658385093	4.0	216.5120730122491	306.88531372046305	1.0		79.49571282100369	1.042356864905823	0.15244347762315785	0.016754608785249675
18	29	1178.006779661017	23.5	216.74669193105038	315.6676566686393	1.0		186.56000972187684	3.114443990065876	0.1411967751512355	0.024677981779758936
19	20	159.5	19.5	220.03474760713766	266.0967374532025	1.0		73.67078786399816	1.3041545860454011	0.13325830896567753	0.05834181890486074
20	27	336.5	23.5	217.97457189168873	293.8653286454392	0.0		66.23706660800399	5.599692763361794	0.15227750697363704	0.04600461253367694
22	19	125.60714285714286	20.5	218.58306859827096	228.9104629157259	0.0		18.20095148986951	2.388032558195743	0.15433506969214433	0.058427887167543276
27	18	647.0	22.5	215.86737895669023	310.8888904744423	1.0		125.78630353643537	1.1474512214772639	0.28611402503344613	0.03698351227243341
29	5	1813.514534883721	17.0	216.83353141093983	315.2942626887225	1.0		172.86326921784618	2.2817374463148363	0.14067226136367333	0.02753131625132523
55	61	7171.001379310344	58.0	216.73057752031468	323.7019023338452	0.0		105.74456963007212	6.323021160706628	0.1217857637679921	0.03782681865244899
56	59	5310.503597122302	57.5	216.74999167961747	318.52619745903377	0.0		107.91626225560648	4.686685201159885	0.08988825600914878	0.022893421135745988
57	6214	6662.503588516746	3135.5	216.1870814858664	307.57211799266895	1.0		68.83220437661417	0.7612963495222275	0.26456557813829373	0.023435974758065234
59	2311	5668.0037926675095	1185.0	215.0765265217181	321.0747041712841	1.0		83.81722631984138	1.689173166275484	0.13930251173889796	0.016431769329907364
60	150	4221.004938271605	105.0	217.13060045268065	316.07568454974654	1.0		162.75695232574384	3.8252885345894434	0.11911606386158677	0.015645251008624267
61	3813	7620.5	1937.0	215.522403590179	305.6938302566344	0.0		60.869316195926565	1.7243604126636176	0.24703922916263454	0.06264501482577582
150	56	4857.5025	103.0	217.15785622377865	315.19271635684856	0.0		162.80553277750627	1.222207313425426	0.14314207855561312	0.019520939960582066
2311	4329	6107.501404494382	3320.0	215.10150567953224	315.65475510398704	1.0		103.57329295061109	1.8294136052182857	0.06425888987721534	0.017836733603620498
3813	6015	7789.915846016114	4914.0	217.64509234869902	303.17127992843353	0.0		12.621461585132625	1.8578857604130574	0.04432040415465796	0.06740186047222309
4329	57	6430.501915708813	2193.0	215.31581153043928	310.5611162591042	1.0		30.265361761638694	0.9170290371291158	0.08340102767401261	0.021920694290604174
6214	55	6835.503340757238	3134.5	217.6657695095346	323.2300729644419	0.0		51.507079991063854	0.8854241336787104	0.17375388429073332	0.01144447876083272
