p1	p2	frame	particle	y	x	magnetization	distance	dx	dy	dx_err	dy_err
2	4799	5928.098621420997	2400.5	245.45590797493847	287.911656872514	1.0		11.724004238804909	2.668084559366203	0.029530433338519405	0.02958810797117758
72	90	2863.0	81.0	246.74047696379998	287.88836619580263	1.0		21.48410254136056	0.3471710237954935	0.11716066506044275	0.007668303350723669
80	621	3780.5098039215686	350.5	246.64274075841394	291.94886998366616	1.0		143.52072047632663	2.843675954337248	0.21736032617901738	0.018768666310420817
83	1795	3433.5032258064516	939.0	244.86722713736228	277.7828014505111	0.0		21.37652581276311	3.4256409103847867	0.2415542738492557	0.015911019909783844
90	1666	3007.353211009174	878.0	247.0317662634483	302.36855825597314	0.0		97.25504308612305	1.6679810867549114	0.30392953422665037	0.014327106998141104
90	2399	3257.285714285714	1244.5	244.53295633602426	236.96681967316132	0.0		118.6782077207113	1.5939722779267527	0.6163532926791905	0.18545869287566435
621	2506	4144.0	1563.5	246.33297349922984	284.07348130968944	0.0		46.739676295487236	0.5190732472216047	0.27681938017275187	0.010607902698104492
1320	4016	4698.0	2668.0	246.59776752609946	291.2079544194747	1.0		179.74377341736655	1.3100405904262586	0.0950135400679267	0.017078672271764007
1574	4143	5214.5	2858.5	244.47338562315446	284.1729872200476	0.0		23.28170108813506	2.9669098851952462	0.21951800750516104	0.012292647658940148
1666	83	3339.5	874.5	244.82648575262496	279.94998526072055	1.0		22.646595326137934	2.2116924298702165	0.2084156376336374	0.1088783256417978
1666	2399	3259.1076759061834	2032.5	245.41596690932994	292.895059912358	1.0		11.736721515616182	2.27972294857224	0.04210667667603437	0.02239623410800848
1795	80	3566.8385542168676	937.5	246.1909508307705	270.36866495958935	1.0		38.59509280709241	0.5472189028279892	0.36688457443762557	0.018413905384546122
2399	83	3308.128772635815	1241.0	243.80492381851957	292.4614960178268	1.0		12.725579312953684	1.3452270127260175	0.03486216113268662	0.024188946485364717
2506	1320	4286.5	1913.0	246.46261633105289	294.3435899773887	0.0		69.46105963554155	1.9508219254420605	0.17405193729087842	0.012836672623774041
2790	3118	6686.5	2954.0	246.56841970374037	286.1403442966169	1.0		102.04022250942772	0.6174722695180881	0.24878551461206241	0.009849664997551766
3118	5653	6900.5	4385.5	244.8704215544695	300.82227597456364	0.0		81.74996667983619	2.2676813711528263	0.25755188018467473	0.012970140445051846
3959	4516	5504.251989389921	4237.5	244.0636105892783	286.219412902117	1.0		50.22880598814945	2.524043485555537	0.18642142132416603	0.036042304945829405
4016	1574	4983.5	2795.0	244.77397910096207	308.1398802645732	0.0		49.85882630911928	2.694137782202569	0.4683314629292896	0.01700748703405733
4143	3959	5287.0	4051.0	244.53864393848477	297.6250601854841	0.0		46.44670926979039	2.520412136498539	0.16222312244211495	0.016956031714848517
4516	2	5723.5	2259.0	244.88884842201196	291.6018266787933	0.0		94.43005161814467	3.351229149228942	0.11026020383072926	0.04421393589810865
4799	5179	6112.501420454545	4989.0	245.10757934982303	283.5171224381578	1.0		84.64320781731729	4.2022680816105495	0.23686454389045	0.022734044293938653
4812	2790	6392.0	3801.0	245.17914311915337	297.01755511793453	0.0		47.61393585649212	4.544203375964988	0.07702572977554992	0.013892892350637955
5179	4812	6256.5	4995.5	244.9820278109924	297.1311251882252	0.0		30.87542470007409	3.453890259017731	0.11935340845551459	0.014935630574067748
