p1	p2	frame	particle	y	x	magnetization	distance	dx	dy	dx_err	dy_err
31	36	2184.0711841204657	33.5	242.931555357568	362.3636817827904	1.0		159.3381463821059	3.9519278271330993	0.05681000291593191	0.009295754840160726
33	32	702.5042674253201	32.5	243.19210035222306	300.61127178696177	1.0		38.521563355085945	0.5122328968331602	0.03504270346150216	0.005732855278427507
34	33	315.5189873417722	33.5	241.40310773657833	282.51014583759127	0.0		65.41159062688774	3.8289213033981757	0.037598159685258	0.019605737241164198
35	34	148.51006711409397	34.5	239.2679994662801	248.69413949649186	1.0		32.58072115248173	1.3191677572836809	0.061418464272625074	0.03827823732757411
36	39	3973.000652315721	37.5	244.10074859170214	364.7431784808015	1.0		149.49471664802013	1.533467653574212	0.038339486402461084	0.007466784253026418
39	48	5215.5053097345135	43.5	242.48136688755193	354.73126894602893	0.0		56.37530260746428	2.131969575805594	0.0891238627960604	0.007119896543974043
42	41	7698.005893909627	41.5	243.52108688062148	370.6138956965441	0.0		71.15467872736718	0.3687790427747343	0.024157137660034664	0.0060566800416811594
45	47	5963.498007968127	46.0	241.40349019786552	375.4373032340474	1.0		45.151579747219046	2.049756972954835	0.2127869386989726	0.007932366164581242
47	42	6931.998147004324	44.5	242.1401219083697	369.769050321897	0.0		116.13322816711472	4.752022404544785	0.019005641934052606	0.010077079340060939
48	45	5664.498699045967	46.5	241.8104977087499	360.4051490424762	1.0		47.35136088508141	1.8603034484966436	0.02809064369922103	0.0076514183695012925
188	31	1474.8702229299363	109.5	242.38349212577222	338.4079876976587	1.0		12.589525747953115	2.2387348829339437	0.013733875891436514	0.00935110781900027
