p1	p2	frame	particle	y	x	magnetization	distance	dx	dy	dx_err	dy_err
2	59	941.50125	30.5	213.96236982338215	334.64472611944745	0.0		51.65925760997956	2.6336063031349157	0.02541722695392009	0.015997689808427144
4	2	764.4990272373541	3.0	213.90795427999942	339.81937223202675	1.0		13.187814803875506	3.2870519129040434	0.012424311082944282	0.02171490123086091
7	2282	1805.0	1144.5	212.8678996169442	335.8906666505978	1.0		32.16023256308629	0.8776362401656792	0.06427936268251906	0.017059698335381582
59	1836	1275.9897084048027	947.5	215.50371042608398	338.98667331860327	1.0		106.6757735573086	2.1502246904517426	0.05509569801025079	0.016682922003253064
1836	7	1544.0	921.5	213.72579079537206	350.1375420729844	0.0		39.05856471873329	3.2078315487600317	0.30775058347743084	0.020178079146888125
2282	4051	2184.9918200408997	3166.5	214.20789380435812	335.0043871292968	0.0		123.63971674582592	0.702695238242695	0.08302776299899066	0.017801438277280625
3893	4898	2689.5	4395.5	214.46627917639879	324.4761123936417	1.0		29.630011856420264	1.0396990686677077	0.23103463033243138	0.016895910169540663
4051	3893	2510.502100840336	3972.0	214.41777565618548	335.6101609646037	1.0		23.533532275188506	2.3691425663183105	0.05058272545723911	0.018632860354427495
4898	3802	2828.002743484225	4350.0	215.43950341600652	345.267427954907	1.0		80.40010960487652	0.410594538748064	0.2975656342890186	0.008019768936981064
