p1	p2	frame	particle	y	x	magnetization	distance	dx	dy	dx_err	dy_err
1	28	6481.502770083102	14.5	241.14534436853424	368.64374692151756	1.0		65.2552371253404	1.9173414812921195	0.033135703815740894	0.011591708271876802
2	4	4833.005063291139	3.0	239.59224722655077	362.0786494956142	1.0		15.575248741056926	0.8877148141346081	0.0795658500763398	0.009457221162042641
4	56	4937.0017777777775	30.0	241.70907143007938	365.9424569127122	0.0		36.598436567286406	3.6788074446890136	0.07536671896705646	0.009843091052496821
6	1203	5663.5020202020205	604.5	241.86713430084336	382.2651489315629	0.0		44.694958000211074	3.8042675187002235	0.3009893534631741	0.00908609124436562
26	58	4152.5	42.0	240.47437306147629	366.6822932180734	1.0		123.77797692547314	1.724383314993004	0.04533468899099847	0.012317013884518857
27	26	3670.0	26.5	239.58136623981824	362.4008584594698	1.0		153.56581976958873	2.4710493964419973	0.26914890073818903	0.013789017179852788
39	41	335.5	40.0	240.7718408941962	308.23912119981844	0.0		20.065029474068215	3.721609196564618	0.044580529032497714	0.009969961813731104
40	43	508.5	41.5	240.6327864188327	380.6274491576518	0.0		110.13580226625922	2.5339074553544205	0.375047177525713	0.013408309667632472
41	40	382.0	40.5	240.47661451800127	333.4298237692503	0.0		48.5797930396947	3.3092308407004927	0.31608958333007076	0.009948119341745788
43	47	1048.5	45.0	239.3438161933291	369.6396966983965	1.0		83.88536238950577	0.9650685065750795	0.08350754697441437	0.011422881184130821
44	55	1742.2716894977168	49.5	240.97815044974683	356.2419110303325	0.0		79.20086565373063	2.4206135795473958	0.3315566581572953	0.010208259316339162
47	48	1305.5	47.5	241.20574534026068	366.95063273308773	0.0		12.632477953248985	3.2438083524092205	0.009810551974793127	0.01603840458752489
48	44	1387.5	46.0	242.89532786344984	371.2694631417123	1.0		28.945135479746124	0.5564949450388174	0.03385906909874052	0.010028614548876253
50	52	2662.5	51.0	241.84934721624347	354.3107113076679	0.0		61.09845775371007	0.6191305447525304	0.32424571667657553	0.007930444230879494
51	6	5443.5	28.5	241.32821606349196	369.89768905950007	0.0		90.2043040562123	1.865254449173625	0.08231118268625079	0.010473032889799975
52	403	2867.5	227.5	242.5381170581984	380.19936681275834	0.0		96.926736225633	2.8151062943926366	0.40682843402810864	0.00978181717434489
53	50	2400.5	51.5	240.96246303234244	367.81517648838616	0.0		19.969336254264892	3.5370237798249993	0.05485867453787308	0.01054184910946947
55	53	2096.08935128519	54.0	239.34179917844605	366.476820710797	1.0		106.7183039489851	0.6006897649682466	0.1681700589780072	0.009734279542085212
56	51	5215.501131221719	53.5	242.83321143912906	354.6808910287243	1.0		59.500667370861784	0.299550240998659	0.3100071762994428	0.0052799795644005
58	2	4472.5	30.0	239.9790029074603	383.549692278719	1.0		88.25546639904596	1.0817498657105808	0.4452527819249212	0.017045588762888118
403	27	3237.503355704698	215.0	241.271533265013	367.0249043106264	0.0		19.466598518458614	3.905649432504313	0.10069077438281525	0.008505564032750393
1203	1	6157.0	602.0	241.82366992608326	362.9581246346212	0.0		127.34893914633547	1.6537544594272662	0.21774707784852468	0.010421745327725968
