p1	p2	frame	particle	y	x	magnetization	distance	dx	dy	dx_err	dy_err
11	151	640.0414937759336	81.0	215.62583454835004	362.1181893489127	0.0		208.7715858818196	2.2639633851735903	0.12792382945658887	0.02611017553647077
151	291	1163.5025510204082	221.0	215.79974957151563	368.3009491374781	1.0		134.3320980361475	1.2446945157318186	0.06332768779506807	0.01796018502527926
291	345	1498.0015174506827	318.0	215.68122370037983	356.36676876041247	1.0		67.16874522813595	0.7901231187311875	0.05483435015851259	0.012734406680112711
345	519	1957.51171875	432.0	215.91435956051487	364.3321898478321	1.0		208.0317273901947	1.5801489987763526	0.06804690015944757	0.027870019695583524
519	598	2492.948247078464	558.5	215.96986886994665	363.381930186487	1.0		103.89907402673421	1.3970934506882446	0.1558972232164837	0.015010765043079253
598	636	2742.4783037475345	617.0	215.66861227165273	359.1364335324622	0.0		12.75612111612199	0.884568264739477	0.024375242939072655	0.013143935243282565
636	655	2830.00103626943	645.5	215.417685578775	358.09150759659366	0.0		28.948506756169337	0.8443516796700593	0.07825267354897764	0.010930995422898682
655	689	2945.5172413793102	672.0	215.7563649651337	361.0939248344343	1.0		35.622555660453955	0.5108929187734612	0.04058235282114502	0.009017262676620053
689	703	3050.5	696.0	215.67292089245763	364.99505262089014	1.0		26.090822355501235	0.3726455427563961	0.0783728572554445	0.007913576106960186
703	725	3120.5197916666666	714.0	215.79311926453337	370.52646289444	1.0		22.274720000565768	0.6756621805428338	0.09900237817929812	0.009948752459970742
725	784	3282.5873563218393	754.5	215.8617761529536	359.87133307884625	0.0		39.840587748806186	0.43735023967557435	0.11120160036188455	0.008554726024918856
784	939	3668.531055900621	861.5	215.62701034291874	362.74347779477915	0.0		184.45821508436248	2.116595740964434	0.15169205880657138	0.030054408112266118
939	1017	4106.516483516483	978.0	215.88476518793985	364.61330817621814	1.0		101.18048851042481	1.095130444780394	0.0789773224716993	0.014503329688702273
1017	1052	4371.501344086021	1034.5	215.881697625881	361.028111090857	1.0		52.25803288015888	0.546739342948685	0.038560316737684806	0.010109720960277393
1052	1169	4766.5	1110.5	216.03019711955915	364.25513383049116	1.0		184.34393952679676	1.6195745208186356	0.05422226280011888	0.021074145316363584
1169	1240	5250.503184713376	1204.5	215.90757783949354	364.4207411340608	1.0		89.07805371069645	0.6916691721941767	0.03983581588376475	0.011752049282144296
1240	1264	5466.504914004914	1252.0	215.8525452185063	365.672281669866	1.0		41.73426285449192	0.5333280774283263	0.07254186973115012	0.009600786156018299
1264	1397	5839.0	1330.5	216.1118719230329	369.1387524006659	1.0		181.20118651588842	1.9949157521717125	0.14325377489735955	0.02073211785426294
1397	1422	6205.502398081535	1409.5	216.1382217734786	368.74032566091415	1.0		29.30801904201957	0.39697139348891114	0.032559275268902343	0.008856808495498424
1422	1499	6475.48755186722	1460.5	215.79029659122926	366.2104036972654	1.0		126.6010372732478	0.9259478244498993	0.06427878531426837	0.015404244466160944
1499	1659	7046.507462686567	1579.0	215.66915713044443	364.6400228672099	1.0		233.12323565048493	1.7561913630263712	0.09010304516618264	0.03671764798253743
