p1	p2	frame	particle	y	x	magnetization	distance	dx	dy	dx_err	dy_err
33	41	835.0	37.0	241.3141246914024	351.5866432956353	0.0		42.470549033381104	3.8805427011798956	0.3463455786277815	0.01076120658425613
34	36	483.5	35.0	241.26589259425432	361.16132098588423	0.0		43.128543808370324	3.409630540346574	0.2890288950105292	0.011053043675456831
35	34	378.5	34.5	243.11847958188295	335.907897013509	1.0		56.72753517381087	0.3070260345261451	0.102826689874941	0.005721999245984472
36	33	646.0	34.5	241.4740868682712	359.73245020167496	0.0		17.24780842149076	4.2011419402797205	0.07143743533623792	0.008882988631221028
40	54	3316.5007788161993	47.0	241.52477108727945	371.8988990067108	0.0		20.795132555716506	3.750506631807595	0.14784828004957912	0.01089987721417108
41	44	1149.5	42.5	240.78167634721007	363.10428951021356	0.0		137.43079119106002	4.234186657949013	0.1462880513951562	0.014568477727835427
44	45	1646.0	44.5	242.55017713443692	363.3037933405171	1.0		151.01966350850057	1.9126846671928641	0.04842915581038933	0.01269194529326043
45	51	2103.0	48.0	241.16423703201502	374.7171417238771	0.0		100.00492009887375	2.622108016351454	0.312503430813867	0.01333187651409638
47	28	4629.502227171492	37.5	241.95684907665643	358.6057382142411	0.0		68.11068358686647	2.364876810856591	0.16781728092705567	0.009442996352285285
49	50	3844.5007552870093	49.5	241.54825423900354	362.3869862919616	0.0		16.098740895954098	3.8908701424419263	0.04552766665254214	0.00907510960547341
50	47	4201.5	48.5	243.53297114591527	359.7489299174159	1.0		114.49506369143207	1.0644312492863541	0.1283816257313435	0.009311521951557582
51	52	2571.5	51.5	239.65722543934183	357.8407431527773	1.0		53.07782745633484	0.6610447655638814	0.16780024849647276	0.009143111490520682
52	40	2923.001414427157	46.0	241.83241806230563	372.0763794198531	0.0		134.9384034888334	4.939778745409832	0.25680766117774506	0.01427295139943518
54	56	3548.494290375204	55.0	241.4120025514239	360.2849209339787	0.0		41.409840261547046	4.230891112071712	0.14829524626982274	0.011913735658425432
56	49	3660.0	52.5	241.53457350945055	373.64375161011594	0.0		30.510631210812388	3.556024336932643	0.15106128176444944	0.015191076205174837
